franchise,part,title,year,franchise_length,rating,rating_avg,rating_diff_avg,rating_rel_avg,quality_avg
Børning,1,Burnout,2014,3,3.12,2.96,0.16,5.0,better
Børning,2,Burnout 2,2016,3,3.07,2.96,0.11,4.0,better
Børning,3,Asphalt Burning,2020,3,2.7,2.96,-0.26,-9.0,worse
CKY,1,CKY,1999,3,3.45,3.44,0.01,0.0,better
CKY,2,CKY 3,2001,3,3.44,3.44,-0.0,-0.0,equal
CKY,3,CKY 4: The Latest & Greatest,2003,3,3.44,3.44,-0.0,-0.0,equal
Cabin Fever,1,Cabin Fever,2002,3,2.75,2.3,0.45,20.0,better
Cabin Fever,2,Cabin Fever 2: Spring Fever,2009,3,2.17,2.3,-0.13,-6.0,worse
Cabin Fever,3,Cabin Fever: Patient Zero,2014,3,1.99,2.3,-0.31,-13.0,worse
Calcutta Trilogy,1,The Adversary,1970,3,3.91,3.75,0.16,4.0,better
Calcutta Trilogy,1,Interview,1971,3,3.77,3.75,0.02,1.0,better
Calcutta Trilogy,2,Company Limited,1971,3,3.63,3.75,-0.12,-3.0,worse
Calcutta Trilogy,2,Calcutta 71,1972,3,3.75,3.75,-0.0,-0.0,equal
Calcutta Trilogy,3,The Middleman,1975,3,3.84,3.75,0.09,2.0,better
Calcutta Trilogy,3,Padatik,1973,3,3.61,3.75,-0.14,-4.0,worse
Camping,1,Camping,2006,3,2.85,2.72,0.13,5.0,better
Camping,2,Camping 2,2010,3,2.7,2.72,-0.02,-1.0,worse
Camping,3,Camping 3,2016,3,2.61,2.72,-0.11,-4.0,worse
Candyman,1,Candyman,1992,4,3.63,2.77,0.86,31.0,better
Candyman,2,Candyman: Farewell to the Flesh,1995,4,2.59,2.77,-0.18,-6.0,worse
Candyman,3,Candyman: Day of the Dead,1999,4,1.77,2.77,-1.0,-36.0,worse
Candyman,4,Candyman,2021,4,3.09,2.77,0.32,12.0,better
Cannonball Run,1,The Cannonball Run,1981,3,3.02,2.74,0.28,10.0,better
Cannonball Run,2,Cannonball Run II,1984,3,2.56,2.74,-0.18,-7.0,worse
Cannonball Run,3,Speed Zone,1989,3,2.64,2.74,-0.1,-4.0,worse
Captain America,1,Captain America: The First Avenger,2011,3,3.25,3.51,-0.26,-7.0,worse
Captain America,2,Captain America: The Winter Soldier,2014,3,3.72,3.51,0.21,6.0,better
Captain America,3,Captain America: Civil War,2016,3,3.56,3.51,0.05,1.0,better
Captain Underpants,1,Captain Underpants: The First Epic Movie,2017,3,3.01,3.05,-0.04,-1.0,worse
Captain Underpants,2,The Spooky Tale of Captain Underpants: Hack-a-ween,2019,3,3.1,3.05,0.05,2.0,better
Captain Underpants,3,Captain Underpants: Mega Blissmas,2020,3,3.04,3.05,-0.01,-0.0,worse
Care Bears,1,The Care Bears Movie,1985,4,2.93,3.03,-0.1,-3.0,worse
Care Bears,2,Care Bears Movie II: A New Generation,1986,4,2.94,3.03,-0.09,-3.0,worse
Care Bears,3,The Care Bears Adventure in Wonderland,1987,4,3.13,3.03,0.1,3.0,better
Care Bears,4,Care Bears Nutcracker Suite,1988,4,3.13,3.03,0.1,3.0,better
Cars,1,Cars,2006,3,3.6,3.04,0.56,18.0,better
Cars,2,Cars 2,2011,3,2.6,3.04,-0.44,-14.0,worse
Cars,3,Cars 3,2017,3,2.92,3.04,-0.12,-4.0,worse
Casper,1,Casper,1995,3,2.98,2.65,0.33,12.0,better
Casper,2,Casper: A Spirited Beginning,1997,3,2.3,2.65,-0.35,-13.0,worse
Casper,3,Casper Meets Wendy,1998,3,2.66,2.65,0.01,0.0,better
Cats & Dogs,1,Cats & Dogs,2001,3,2.27,2.03,0.24,12.0,better
Cats & Dogs,2,Cats & Dogs: The Revenge of Kitty Galore,2010,3,1.96,2.03,-0.07,-3.0,worse
Cats & Dogs,3,Cats & Dogs 3: Paws Unite,2020,3,1.87,2.03,-0.16,-8.0,worse
Center Stage,1,Center Stage,2000,3,3.33,3.02,0.31,10.0,better
Center Stage,2,Center Stage: Turn It Up,2008,3,2.86,3.02,-0.16,-5.0,worse
Center Stage,3,Center Stage: On Pointe,2016,3,2.87,3.02,-0.15,-5.0,worse
Cetto La Qualunque - Collezione,1,Whatsoeverly,2011,3,3.15,3.0,0.15,5.0,better
Cetto La Qualunque - Collezione,2,Everything Everything Nothing Nothing,2012,3,2.92,3.0,-0.08,-3.0,worse
Cetto La Qualunque - Collezione,3,"Cetto c'è, senzadubbiamente",2019,3,2.92,3.0,-0.08,-3.0,worse
Chandramukhi,1,Chandramukhi,2005,3,3.49,2.84,0.65,23.0,better
Chandramukhi,2,Nagavalli,2010,3,2.78,2.84,-0.06,-2.0,worse
Chandramukhi,3,Chandramukhi 2,2023,3,2.24,2.84,-0.6,-21.0,worse
Charter Trips,1,Package Tour,1980,6,3.44,3.22,0.22,7.0,better
Charter Trips,2,Snowroller,1985,6,3.4,3.22,0.18,6.0,better
Charter Trips,3,Swedes at Sea,1988,6,3.3,3.22,0.08,2.0,better
Charter Trips,4,The Accidental Golfer,1991,6,3.21,3.22,-0.01,-0.0,worse
Charter Trips,5,The Health Journey,1999,6,2.95,3.22,-0.27,-8.0,worse
Charter Trips,6,The Stig-Helmer Story,2011,6,3.0,3.22,-0.22,-7.0,worse
Cheech & Chong,1,Up in Smoke,1978,8,3.37,2.94,0.43,15.0,better
Cheech & Chong,2,Cheech & Chong's Next Movie,1980,8,3.03,2.94,0.09,3.0,better
Cheech & Chong,3,Nice Dreams,1981,8,2.95,2.94,0.01,0.0,better
Cheech & Chong,4,Things Are Tough All Over,1982,8,2.97,2.94,0.03,1.0,better
Cheech & Chong,5,Still Smokin,1983,8,2.7,2.94,-0.24,-8.0,worse
Cheech & Chong,6,Cheech & Chong's The Corsican Brothers,1984,8,2.52,2.94,-0.42,-14.0,worse
Cheech & Chong,7,Get Out of My Room,1985,8,3.01,2.94,0.07,2.0,better
Cheech & Chong,8,Cheech & Chong's Animated Movie,2013,8,2.94,2.94,0.0,0.0,equal
Chihayafuru,1,Chihayafuru: Part I,2016,3,3.46,3.5,-0.04,-1.0,worse
Chihayafuru,2,Chihayafuru: Part II,2016,3,3.47,3.5,-0.03,-1.0,worse
Chihayafuru,3,Chihayafuru: Part III,2018,3,3.57,3.5,0.07,2.0,better
Child's Play,1,Child's Play,1988,7,3.31,2.85,0.46,16.0,better
Child's Play,2,Child's Play 2,1990,7,3.19,2.85,0.34,12.0,better
Child's Play,3,Child's Play 3,1991,7,2.51,2.85,-0.34,-12.0,worse
Child's Play,4,Bride of Chucky,1998,7,3.07,2.85,0.22,8.0,better
Child's Play,5,Seed of Chucky,2004,7,2.52,2.85,-0.33,-12.0,worse
Child's Play,6,Curse of Chucky,2013,7,2.73,2.85,-0.12,-4.0,worse
Child's Play,7,Cult of Chucky,2017,7,2.63,2.85,-0.22,-8.0,worse
Christmas in Evergreen,1,Christmas in Evergreen,2017,4,2.85,2.93,-0.08,-3.0,worse
Christmas in Evergreen,2,Christmas in Evergreen: Letters to Santa,2018,4,3.01,2.93,0.08,3.0,better
Christmas in Evergreen,3,Christmas In Evergreen: Tidings of Joy,2019,4,2.94,2.93,0.01,0.0,better
Christmas in Evergreen,4,Christmas in Evergreen: Bells Are Ringing,2020,4,2.92,2.93,-0.01,-0.0,worse
Cinderella,1,Cinderella,1950,3,3.47,3.02,0.45,15.0,better
Cinderella,2,Cinderella II: Dreams Come True,2002,3,2.5,3.02,-0.52,-17.0,worse
Cinderella,3,Cinderella III: A Twist in Time,2007,3,3.1,3.02,0.08,3.0,better
Cinderella Story,1,A Cinderella Story,2004,6,3.13,2.53,0.6,24.0,better
Cinderella Story,2,Another Cinderella Story,2008,6,2.94,2.53,0.41,16.0,better
Cinderella Story,3,A Cinderella Story: Once Upon a Song,2011,6,2.54,2.53,0.01,0.0,better
Cinderella Story,4,A Cinderella Story: If the Shoe Fits,2016,6,2.24,2.53,-0.29,-11.0,worse
Cinderella Story,5,A Cinderella Story: Christmas Wish,2019,6,1.92,2.53,-0.61,-24.0,worse
Cinderella Story,6,A Cinderella Story: Starstruck,2021,6,2.4,2.53,-0.13,-5.0,worse
Cine Gibi,1,Cine Gibi: O Filme,2004,9,3.67,3.51,0.16,5.0,better
Cine Gibi,2,Cine Gibi 2,2005,9,3.57,3.51,0.06,2.0,better
Cine Gibi,3,Cine Gibi 3: Planos Infalíveis,2008,9,3.57,3.51,0.06,2.0,better
Cine Gibi,4,Cine Gibi 4: Meninos e Meninas,2009,9,3.56,3.51,0.05,1.0,better
Cine Gibi,5,"Cine Gibi 5: Luz, Câmera, Ação!",2010,9,3.51,3.51,-0.0,-0.0,equal
Cine Gibi,6,Cine Gibi 6: Hora do Banho,2013,9,3.44,3.51,-0.07,-2.0,worse
Cine Gibi,7,Cine Gibi 7: Bagunça Animal,2014,9,3.39,3.51,-0.12,-3.0,worse
Cine Gibi,8,Cine Gibi 8: ...Tá Brincando?,2015,9,3.45,3.51,-0.06,-2.0,worse
Cine Gibi,9,Cine Gibi 9: Vamos Fazer de Conta!,2016,9,3.44,3.51,-0.07,-2.0,worse
Class of 1999,1,Class of 1984,1982,3,3.26,3.02,0.24,8.0,better
Class of 1999,2,Class of 1999,1990,3,3.2,3.02,0.18,6.0,better
Class of 1999,3,Class of 1999 II: The Substitute,1994,3,2.61,3.02,-0.41,-14.0,worse
Class of Nuke 'Em High,1,Class of Nuke 'Em High,1986,5,3.04,2.88,0.16,6.0,better
Class of Nuke 'Em High,2,Class of Nuke 'Em High 2: Subhumanoid Meltdown,1991,5,2.66,2.88,-0.22,-8.0,worse
Class of Nuke 'Em High,3,"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",1994,5,2.73,2.88,-0.15,-5.0,worse
Class of Nuke 'Em High,4,Return to Nuke 'Em High Volume 1,2013,5,2.94,2.88,0.06,2.0,better
Class of Nuke 'Em High,5,Return to... Return to Nuke 'Em High aka Vol. 2,2017,5,3.02,2.88,0.14,5.0,better
Claus Family,1,The Claus Family,2020,3,2.27,2.67,-0.4,-15.0,worse
Claus Family,2,The Claus Family 2,2021,3,2.92,2.67,0.25,9.0,better
Claus Family,3,The Claus Family 3,2022,3,2.82,2.67,0.15,6.0,better
Clerks,1,Clerks,1994,3,3.81,3.38,0.43,13.0,better
Clerks,2,Clerks II,2006,3,3.26,3.38,-0.12,-4.0,worse
Clerks,3,Clerks III,2022,3,3.07,3.38,-0.31,-9.0,worse
Code Geass: Akito the Exiled,1,Code Geass: Akito the Exiled 1: The Wyvern Arrives,2012,5,3.19,3.19,0.0,0.0,equal
Code Geass: Akito the Exiled,2,Code Geass: Akito the Exiled 2: The Wyvern Divided,2013,5,3.22,3.19,0.03,1.0,better
Code Geass: Akito the Exiled,3,Code Geass: Akito the Exiled 3: The Brightness Falls,2015,5,3.2,3.19,0.01,0.0,better
Code Geass: Akito the Exiled,4,Code Geass: Akito the Exiled 4: Memories of Hatred,2015,5,3.19,3.19,0.0,0.0,equal
Code Geass: Akito the Exiled,5,Code Geass: Akito the Exiled 5: To Beloved Ones,2016,5,3.15,3.19,-0.04,-1.0,worse
Code Geass: Lelouch of the Rebellion Recap Film Trilogy,1,Code Geass: Lelouch of the Rebellion – Initiation,2017,3,3.65,3.56,0.09,3.0,better
Code Geass: Lelouch of the Rebellion Recap Film Trilogy,2,Code Geass: Lelouch of the Rebellion – Transgression,2018,3,3.43,3.56,-0.13,-4.0,worse
Code Geass: Lelouch of the Rebellion Recap Film Trilogy,3,Code Geass: Lelouch of the Rebellion – Glorification,2018,3,3.59,3.56,0.03,1.0,better
Coffin Joe Trilogy,1,At Midnight I'll Take Your Soul,1964,3,3.58,3.5,0.08,2.0,better
Coffin Joe Trilogy,2,This Night I'll Possess Your Corpse,1967,3,3.7,3.5,0.2,6.0,better
Coffin Joe Trilogy,3,Embodiment of Evil,2008,3,3.22,3.5,-0.28,-8.0,worse
Cold Prey,1,Cold Prey,2006,3,3.04,2.93,0.11,4.0,better
Cold Prey,2,Cold Prey II,2008,3,3.11,2.93,0.18,6.0,better
Cold Prey,3,Cold Prey III,2010,3,2.63,2.93,-0.3,-10.0,worse
Comic 8 -,1,Comic 8,2014,3,3.08,2.98,0.1,3.0,better
Comic 8 -,2,Comic 8: Casino Kings - Part 1,2015,3,2.97,2.98,-0.01,-0.0,worse
Comic 8 -,3,Comic 8: Casino Kings - Part 2,2016,3,2.88,2.98,-0.1,-3.0,worse
Commando,1,Commando - A One Man Army,2013,3,3.06,2.94,0.12,4.0,better
Commando,2,Commando 2 - The Black Money Trail,2017,3,2.87,2.94,-0.07,-2.0,worse
Commando,3,Commando 3,2019,3,2.9,2.94,-0.04,-1.0,worse
Crazy,1,Crazy Stone,2006,3,3.6,3.39,0.21,6.0,better
Crazy,2,Crazy Racer,2009,3,3.55,3.39,0.16,5.0,better
Crazy,3,Crazy Alien,2019,3,3.03,3.39,-0.36,-11.0,worse
Creature From The Black Lagoon,1,Creature from the Black Lagoon,1954,3,3.54,3.06,0.48,16.0,better
Creature From The Black Lagoon,2,Revenge of the Creature,1955,3,2.92,3.06,-0.14,-5.0,worse
Creature From The Black Lagoon,3,The Creature Walks Among Us,1956,3,2.73,3.06,-0.33,-11.0,worse
Creed,1,Creed,2015,3,3.81,3.6,0.21,6.0,better
Creed,2,Creed II,2018,3,3.51,3.6,-0.09,-2.0,worse
Creed,3,Creed III,2023,3,3.49,3.6,-0.11,-3.0,worse
Creepshow,1,Creepshow,1982,3,3.53,2.72,0.81,30.0,better
Creepshow,2,Creepshow 2,1987,3,3.0,2.72,0.28,10.0,better
Creepshow,3,Creepshow 3,2006,3,1.62,2.72,-1.1,-40.0,worse
Crimes of the South,1,Perdida,2018,3,2.43,2.41,0.02,1.0,better
Crimes of the South,2,Intuition,2020,3,2.5,2.41,0.09,4.0,better
Crimes of the South,3,Recurrence,2022,3,2.31,2.41,-0.1,-4.0,worse
Critters,1,Critters,1986,5,3.04,2.51,0.53,21.0,better
Critters,2,Critters 2,1988,5,3.01,2.51,0.5,20.0,better
Critters,3,Critters 3,1991,5,2.37,2.51,-0.14,-6.0,worse
Critters,4,Critters 4,1992,5,2.08,2.51,-0.43,-17.0,worse
Critters,5,Critters Attack!,2019,5,2.06,2.51,-0.45,-18.0,worse
Crocodile Dundee,1,Crocodile Dundee,1986,3,3.04,2.59,0.45,17.0,better
Crocodile Dundee,2,Crocodile Dundee II,1988,3,2.62,2.59,0.03,1.0,better
Crocodile Dundee,3,Crocodile Dundee in Los Angeles,2001,3,2.12,2.59,-0.47,-18.0,worse
Crows,1,Crows Zero,2007,3,3.53,3.32,0.21,6.0,better
Crows,2,Crows Zero II,2009,3,3.51,3.32,0.19,6.0,better
Crows,3,Crows Explode,2014,3,2.93,3.32,-0.39,-12.0,worse
Cruel Intentions,1,Cruel Intentions,1999,3,3.24,2.41,0.83,34.0,better
Cruel Intentions,2,Cruel Intentions 2,2001,3,2.04,2.41,-0.37,-15.0,worse
Cruel Intentions,3,Cruel Intentions 3,2004,3,1.95,2.41,-0.46,-19.0,worse
Cube,1,Cube,1997,3,3.26,2.67,0.59,22.0,better
Cube,2,Cube 2: Hypercube,2002,3,2.3,2.67,-0.37,-14.0,worse
Cube,3,Cube Zero,2004,3,2.44,2.67,-0.23,-9.0,worse
Dabangg,1,Dabangg,2010,3,2.68,2.3,0.38,17.0,better
Dabangg,2,Dabangg 2,2012,3,2.18,2.3,-0.12,-5.0,worse
Dabangg,3,Dabangg 3,2019,3,2.04,2.3,-0.26,-11.0,worse
